character_name,create_date,cube_type,miracle_time_flag,item_equip_part,item_level,target_item,potential_option_grade,additional_potential_option_grade,before_potential_options,before_additional_potential_options,after_potential_options,after_additional_potential_options
원기의공백,2022-12-23T14:32:29+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': 'STR : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:28+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '이동속도 : +8', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:26+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': '이동속도 : +8', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:24+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[],"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:22+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:20+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:19+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '이동속도 : +8', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:17+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '점프력 : +4', 'grade': '노멀'}]",[],"[{'value': '이동속도 : +8', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:15+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '올스탯 : +5', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '점프력 : +4', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:14+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '올스탯 : +5', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:12+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:10+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'INT : +3%', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:08+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '점프력 : +4', 'grade': '노멀'}]",[],"[{'value': 'INT : +3%', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:06+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '점프력 : +4', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:04+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[],"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:03+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '이동속도 : +8', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:32:01+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '이동속도 : +8', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:59+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:57+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:55+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'INT : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:54+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': 'INT : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:52+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': '점프력 : +4', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:50+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': '점프력 : +4', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:49+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'INT : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:47+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '점프력 : +8', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': 'INT : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:45+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'DEX : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '점프력 : +8', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:43+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'INT : +12', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': 'DEX : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:42+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '이동속도 : +8', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': 'INT : +12', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:40+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '올스탯 : +5', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '이동속도 : +8', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:38+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': '올스탯 : +5', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:37+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:35+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'STR : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[],"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:33+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[],"[{'value': 'STR : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:32+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:30+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:28+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'DEX : +12', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[],"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:26+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '올스탯 : +5', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': 'DEX : +12', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:25+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '올스탯 : +5', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:23+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'STR : +12', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:21+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': '점프력 : +4', 'grade': '노멀'}]",[],"[{'value': 'STR : +12', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:19+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': '점프력 : +4', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:18+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[],"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': '이동속도 : +4', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:16+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '이동속도 : +4', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:14+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 스키퍼부츠,레어,노멀,"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '점프력 : +4', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:09+09:00,수상한 큐브,이벤트 적용되지 않음,망토,140,펜살리르 스키퍼케이프,레어,노멀,"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': 'STR : +3%', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
원기의공백,2022-12-23T14:31:07+09:00,수상한 큐브,이벤트 적용되지 않음,망토,140,펜살리르 스키퍼케이프,레어,노멀,"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
